Date,Open,High,Low,Close,Volume
1979-06-29,1610.5994840812618,1615.686630239877,1610.5994840812618,1614.2901611328125,0
1979-07-03,1609.502236659969,1609.502236659969,1597.632432371092,1598.729736328125,0
1979-07-04,1597.4329691397754,1597.4329691397754,1585.4634433017004,1587.358642578125,0
1979-07-05,1585.9621701494739,1585.9621701494739,1578.4812165166934,1579.877685546875,0
1979-07-06,1579.8778280050492,1582.5709228515623,1574.292073140966,1582.5709228515625,0
1979-07-09,1582.570771532807,1584.4659707948538,1581.4735893580364,1582.2716064453125,0
1979-07-10,1580.8752714938562,1580.8752714938562,1574.9902298169532,1576.1871337890625,0
1979-07-11,1572.7959081214822,1572.7959081214822,1556.9362603772709,1559.2303466796875,0
1979-07-12,1557.53462739383,1557.53462739383,1529.3064455131123,1529.80517578125,0
1979-07-13,1529.805172576696,1534.1940232791774,1516.738463930925,1533.495849609375,0
1979-07-16,1535.8899495570124,1547.759633821788,1535.8899495570124,1547.659912109375,0
1979-07-17,1550.652107217349,1559.1305216765925,1550.652107217349,1556.9361572265625,0
1979-07-18,1553.145867164993,1553.145867164993,1543.3708263962146,1546.8619384765625,0
1979-07-19,1546.8618511630063,1550.3529630462963,1544.3681998177992,1548.457763671875,0
1979-07-20,1548.4576537034866,1553.544677734375,1546.662176158321,1553.544677734375,0
1979-07-23,1549.1559199984022,1549.1559199984022,1540.4780621183759,1542.073974609375,0
1979-07-24,1542.073960360721,1545.5650721726631,1541.4755084021658,1543.171142578125,0
1979-07-25,1544.4678650515648,1553.245444409581,1544.4678650515648,1552.8465576171875,0
1979-07-26,1553.4450829613645,1566.0130615234373,1553.4450829613645,1566.0130615234375,0
1979-07-27,1568.207356152199,1573.99267578125,1568.207356152199,1573.99267578125,0
1979-07-30,1571.6984733584036,1571.6984733584036,1564.1177978515627,1564.1177978515625,0
1979-07-31,1560.6268043385721,1560.6268043385721,1554.143310546875,1554.143310546875,0
1979-08-01,1554.143310546875,1554.5423191322752,1550.0537465072543,1554.143310546875,0
1979-08-02,1556.3377052638562,1559.9285388004132,1556.3377052638562,1556.9361572265625,0
1979-08-03,1556.9362196090792,1557.5346715957642,1552.846655646355,1553.8441162109375,0
1979-08-07,1553.8440518853772,1555.5396860708431,1551.2505571165689,1551.9488525390625,0
1979-08-08,1551.948909575239,1563.1204191425281,1549.1559713032555,1561.2252197265625,0
1979-08-09,1561.2251032506208,1567.4094313171072,1560.5269296148736,1562.5218505859375,0
1979-08-10,1563.918542178207,1571.9979489087302,1563.918542178207,1571.00048828125,0
1979-08-13,1571.4990602645887,1578.082275390625,1571.4990602645887,1578.082275390625,0
1979-08-14,1578.0822472220514,1580.675620193857,1574.6908571387753,1580.2767333984375,0
1979-08-15,1583.069571010805,1596.635009765625,1583.069571010805,1596.635009765625,0
1979-08-16,1601.6223102558179,1607.0086214225937,1601.6223102558179,1602.8193359375,0
1979-08-17,1604.2156692717047,1616.0853510618388,1604.2156692717047,1615.087890625,0
1979-08-20,1619.5764974045583,1636.5333251953125,1619.5764974045583,1636.5333251953125,0
1979-08-21,1641.720234725763,1653.4901953790409,1641.720234725763,1653.09130859375,0
1979-08-22,1656.0837323188623,1661.769208517828,1656.0837323188623,1660.97119140625,0
1979-08-23,1660.971121666664,1665.459693770116,1657.0811232519209,1657.779296875,0
1979-08-24,1657.7793197955696,1665.4597167968752,1651.6948352121608,1665.459716796875,0
1979-08-27,1665.759032018098,1677.030384352047,1665.759032018098,1674.4368896484375,0
1979-08-28,1674.4367873954177,1674.8357959224002,1670.2475022628705,1674.6363525390625,0
1979-08-29,1674.6364353045149,1677.828260157509,1673.0405228780178,1674.2374267578125,0
1979-08-30,1674.2374222952706,1675.7336130211825,1671.8434927817493,1675.434326171875,0
1979-08-31,1678.3271725066675,1690.9949951171877,1678.3271725066675,1690.9949951171875,0
1979-09-04,1690.994782331952,1693.5881552001056,1685.1097412109377,1685.1097412109375,0
