Date,Open,High,Low,Close,Volume,Name,Symbol
1993-12-03,1018.72998046875,1027.4100341796875,1018.72998046875,1023.9199829101562,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-06,1027.6800537109375,1041.1099853515625,1027.6800537109375,1041.1099853515625,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-07,1046.0899658203125,1063.25,1046.0899658203125,1063.25,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-08,1064.800048828125,1071.02001953125,1060.25,1060.7900390625,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-09,1059.93994140625,1067.3399658203125,1058.1800537109375,1067.3399658203125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-10,1069.6099853515625,1082.5899658203125,1069.6099853515625,1075.8499755859375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-13,1082.72998046875,1097.97998046875,1080.22998046875,1090.3499755859375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-14,1092.75,1096.6099853515625,1085.6400146484375,1092.6600341796875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-15,1104.4599609375,1119.8299560546875,1104.4599609375,1116.0899658203125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-16,1119.47998046875,1120.4000244140625,1104.3399658203125,1112.5899658203125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-17,1117.030029296875,1117.030029296875,1107.2900390625,1109.530029296875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-20,1116.550048828125,1117.8399658203125,1097.6500244140625,1098.0799560546875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-21,1097.8599853515625,1103.68994140625,1093.050048828125,1096.6099853515625,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-22,1101.7099609375,1126.5400390625,1101.7099609375,1121.3800048828125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-23,1126.050048828125,1152.239990234375,1126.050048828125,1152.239990234375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-24,1158.550048828125,1178.4599609375,1154.6400146484375,1178.4599609375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-27,1184.949951171875,1206.800048828125,1184.949951171875,1205.280029296875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-28,1209.050048828125,1225.25,1202.0699462890625,1223.050048828125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-29,1226.1800537109375,1243.699951171875,1226.1800537109375,1231.8599853515625,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-30,1239.949951171875,1242.6500244140625,1216.5899658203125,1231.72998046875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1993-12-31,1233.97998046875,1275.3199462890625,1233.97998046875,1275.3199462890625,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-03,1278.6099853515625,1290.8599853515625,1273.6300048828125,1288.8499755859375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-04,1292.550048828125,1320.550048828125,1289.719970703125,1313.3499755859375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-05,1321.510009765625,1332.0400390625,1314.4599609375,1314.4599609375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-06,1306.9300537109375,1306.9300537109375,1248.68994140625,1248.68994140625,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-07,1245.27001953125,1245.27001953125,1180.9599609375,1190.72998046875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-10,1200.6500244140625,1220.6400146484375,1200.6500244140625,1206.75,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-11,1208.68994140625,1208.68994140625,1139.550048828125,1139.550048828125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-12,1134.31005859375,1134.31005859375,1015.1400146484376,1066.219970703125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-13,1071.2900390625,1083.489990234375,1005.9400024414062,1029.1700439453125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-14,1057.239990234375,1134.1400146484375,1057.239990234375,1134.1400146484375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-17,1140.3599853515625,1140.3599853515625,1099.780029296875,1104.1400146484375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-18,1103.0400390625,1116.6099853515625,1085.56005859375,1110.219970703125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-19,1113.3900146484375,1113.3900146484375,1081.0400390625,1081.780029296875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-20,1080.7900390625,1080.7900390625,1045.97998046875,1053.2099609375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-21,1054.3599853515625,1078.72998046875,1053.1099853515625,1063.760009765625,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-24,1067.8900146484375,1081.3399658203125,1064.550048828125,1064.550048828125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-25,1061.4100341796875,1061.4100341796875,1011.7999877929688,1011.7999877929688,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-26,1006.1900024414062,1029.31005859375,967.9199829101562,1029.31005859375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-27,1034.93994140625,1074.239990234375,1030.699951171875,1074.239990234375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-28,1081.81005859375,1095.5,1075.56005859375,1090.06005859375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-01-31,1092.530029296875,1109.1400146484375,1091.3599853515625,1106.989990234375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-02,1114.3199462890625,1151.6300048828125,1114.3199462890625,1148.0400390625,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-03,1151.6400146484375,1158.1300048828125,1150.2099609375,1150.2099609375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-04,1155.1500244140625,1155.1500244140625,1143.8800048828125,1147.3199462890625,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-07,1132.6800537109375,1132.6800537109375,1091.050048828125,1094.02001953125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-08,1100.02001953125,1117.4200439453125,1100.02001953125,1108.719970703125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-14,1110.1199951171875,1110.1199951171875,1092.0400390625,1093.300048828125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-15,1092.97998046875,1092.97998046875,1083.0699462890625,1087.2099609375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-16,1094.6099853515625,1099.780029296875,1081.1300048828125,1081.1300048828125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-17,1080.6099853515625,1085.010009765625,1072.1400146484375,1072.1400146484375,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-18,1070.8699951171875,1091.5799560546875,1065.010009765625,1086.72998046875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-21,1086.4300537109375,1092.8499755859375,1085.6300048828125,1086.9100341796875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-22,1094.1199951171875,1115.7900390625,1094.1199951171875,1104.449951171875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-23,1109.1800537109375,1141.050048828125,1109.1800537109375,1141.050048828125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-24,1150.9000244140625,1157.06005859375,1144.3900146484375,1146.4100341796875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-25,1138.1500244140625,1138.1500244140625,1114.18994140625,1124.1099853515625,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-02-28,1127.47998046875,1131.1400146484375,1121.199951171875,1125.6300048828125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-03-01,1124.9599609375,1125.6300048828125,1110.449951171875,1113.4100341796875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-03-02,1109.6600341796875,1109.6600341796875,1086.25,1086.25,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-03-03,1089.47998046875,1096.43994140625,1067.97998046875,1070.5799560546875,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-03-04,1070.9599609375,1074.969970703125,1059.300048828125,1064.3399658203125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-03-07,1067.77001953125,1072.469970703125,1045.719970703125,1045.719970703125,0,FTSE Bursa Malaysia KLCI, ^KLSE
1994-03-08,1047.68994140625,1056.300048828125,1035.6199951171875,1056.300048828125,0,FTSE Bursa Malaysia KLCI, ^KLSE
