Symbol,Date,Open,High,Low,Close,Volume
 ^OMX,2008-11-20,594.1199951171875,594.1199951171875,572.469970703125,587.7100219726562,190921000
 ^OMX,2008-11-21,587.7100219726562,594.7999877929688,560.9400024414062,567.6099853515625,188222800
 ^OMX,2008-11-24,567.6099853515625,629.22998046875,567.6099853515625,626.4600219726562,197755700
 ^OMX,2008-11-25,626.4600219726562,644.5499877929688,614.3699951171875,634.02001953125,258695400
 ^OMX,2008-11-26,634.02001953125,638.7899780273438,617.489990234375,628.8599853515625,192007800
 ^OMX,2008-11-27,629.22998046875,645.6199951171875,629.22998046875,645.510009765625,136886400
 ^OMX,2008-11-28,645.510009765625,647.8800048828125,628.7899780273438,641.739990234375,160786800
 ^OMX,2008-12-01,641.739990234375,642.6300048828125,605.4099731445312,607.0900268554688,117367200
 ^OMX,2008-12-02,607.0900268554688,636.6400146484375,591.7000122070312,636.6400146484375,169186700
 ^OMX,2008-12-03,636.6400146484375,645.3699951171875,622.8900146484375,643.6599731445312,157215200
 ^OMX,2008-12-04,643.6599731445312,664.3599853515625,634.0399780273438,640.3900146484375,178768500
 ^OMX,2008-12-05,640.3900146484375,640.3900146484375,603.6500244140625,608.6400146484375,149741300
 ^OMX,2008-12-08,608.6400146484375,668.969970703125,608.6400146484375,666.6500244140625,180582100
 ^OMX,2008-12-09,666.6500244140625,692.2100219726562,653.760009765625,685.4199829101562,230001000
 ^OMX,2008-12-10,685.4199829101562,688.6099853515625,672.1300048828125,688.3300170898438,173708000
 ^OMX,2008-12-11,688.3300170898438,688.3300170898438,669.72998046875,676.780029296875,156099700
 ^OMX,2008-12-12,676.780029296875,676.780029296875,646.27001953125,659.7999877929688,0
 ^OMX,2008-12-15,659.7999877929688,672.1199951171875,650.5,651.1799926757812,119412500
 ^OMX,2008-12-16,651.1799926757812,667.0,650.25,667.0,134465800
 ^OMX,2008-12-17,667.0,679.25,655.02001953125,664.3400268554688,151976000
 ^OMX,2008-12-18,664.3400268554688,676.97998046875,664.3400268554688,672.260009765625,142829400
 ^OMX,2008-12-19,672.260009765625,672.260009765625,663.030029296875,663.97998046875,138924400
 ^OMX,2008-12-22,663.97998046875,664.4400024414062,650.7999877929688,655.6300048828125,108986000
 ^OMX,2008-12-23,655.6300048828125,661.4099731445312,650.1199951171875,659.1799926757812,87050200
 ^OMX,2008-12-29,659.1799926757812,665.4600219726562,654.47998046875,657.27001953125,59024200
 ^OMX,2008-12-30,657.27001953125,666.760009765625,657.27001953125,662.3300170898438,101104900
 ^OMX,2009-01-02,662.3300170898438,695.719970703125,662.3300170898438,693.780029296875,82136800
 ^OMX,2009-01-05,693.780029296875,704.22998046875,690.6199951171875,693.760009765625,52067800
 ^OMX,2009-01-07,693.760009765625,704.489990234375,693.760009765625,701.4099731445312,157104500
 ^OMX,2009-01-08,701.4099731445312,701.4099731445312,684.5800170898438,695.9500122070312,140722700
 ^OMX,2009-01-09,695.9500122070312,695.9500122070312,683.4099731445312,685.8300170898438,126054100
 ^OMX,2009-01-12,685.8300170898438,685.8300170898438,666.469970703125,667.969970703125,112056300
 ^OMX,2009-01-13,667.969970703125,667.969970703125,649.0499877929688,656.6199951171875,160421100
 ^OMX,2009-01-14,656.6199951171875,662.1400146484375,619.7000122070312,622.5900268554688,204711800
 ^OMX,2009-01-15,622.5900268554688,633.8800048828125,612.1500244140625,620.3200073242188,191447300
 ^OMX,2009-01-16,620.3200073242188,636.75,620.3200073242188,628.6900024414062,137790300
 ^OMX,2009-01-19,628.6900024414062,638.5700073242188,614.3300170898438,621.7999877929688,151377700
 ^OMX,2009-01-20,621.7999877929688,627.3800048828125,595.1900024414062,597.760009765625,198244500
 ^OMX,2009-01-21,597.760009765625,620.1400146484375,591.6199951171875,615.1099853515625,288030500
 ^OMX,2009-01-22,615.1099853515625,627.8800048828125,606.3900146484375,608.72998046875,189449900
 ^OMX,2009-01-23,608.72998046875,610.3699951171875,591.6500244140625,604.1199951171875,173789000
 ^OMX,2009-01-26,604.1199951171875,625.02001953125,600.3800048828125,623.25,169907200
 ^OMX,2009-01-27,623.25,624.5599975585938,610.8099975585938,624.0499877929688,179327900
 ^OMX,2009-01-28,624.0499877929688,643.22998046875,624.0499877929688,639.2899780273438,193605700
 ^OMX,2009-01-29,639.2899780273438,639.2899780273438,614.5399780273438,616.0999755859375,165527300
 ^OMX,2009-01-30,616.0999755859375,627.3699951171875,613.3900146484375,617.3800048828125,179432600
 ^OMX,2009-02-02,617.5,617.5,595.6199951171875,602.0800170898438,152123400
 ^OMX,2009-02-03,602.0800170898438,623.6400146484375,597.7000122070312,622.739990234375,193608800
 ^OMX,2009-02-04,622.489990234375,649.280029296875,620.6699829101562,644.7100219726562,243033200
 ^OMX,2009-02-05,642.7100219726562,644.0,627.6799926757812,643.2000122070312,207509900
 ^OMX,2009-02-06,642.7000122070312,673.6500244140625,642.4500122070312,670.5399780273438,239748400
 ^OMX,2009-02-09,670.280029296875,690.510009765625,663.7899780273438,688.4199829101562,229058400
 ^OMX,2009-02-10,686.5399780273438,687.1300048828125,672.780029296875,676.47998046875,200041400
 ^OMX,2009-02-11,675.3499755859375,684.22998046875,665.3400268554688,676.3499755859375,167024800
 ^OMX,2009-02-12,675.5999755859375,676.0599975585938,657.989990234375,672.8599853515625,198884800
 ^OMX,2009-02-13,673.489990234375,685.47998046875,673.3599853515625,677.7000122070312,189016700
 ^OMX,2009-02-16,676.8200073242188,686.6599731445312,671.8699951171875,681.6099853515625,124512900
 ^OMX,2009-02-17,680.3599853515625,680.72998046875,645.3599853515625,647.8400268554688,196849600
 ^OMX,2009-02-18,648.5900268554688,655.739990234375,636.0700073242188,653.239990234375,215757300
 ^OMX,2009-02-19,653.5,663.7899780273438,646.1099853515625,662.4500122070312,182275500
 ^OMX,2009-02-20,661.0700073242188,661.1900024414062,635.9299926757812,636.1400146484375,194199100
 ^OMX,2009-02-23,636.1400146484375,636.1400146484375,619.1300048828125,619.1300048828125,0
 ^OMX,2009-02-24,616.6199951171875,629.1099853515625,608.5700073242188,617.9500122070312,204319100
 ^OMX,2009-02-25,619.5800170898438,633.7000122070312,615.8800048828125,617.4000244140625,160496500
 ^OMX,2009-02-26,618.780029296875,646.4000244140625,618.530029296875,643.9400024414062,177949100
 ^OMX,2009-02-27,642.9299926757812,643.0599975585938,629.7000122070312,640.3900146484375,185341500
 ^OMX,2009-03-02,638.3800048828125,638.6300048828125,615.3699951171875,619.27001953125,149349100
 ^OMX,2009-03-03,618.77001953125,623.510009765625,602.6599731445312,604.3099975585938,166105500
 ^OMX,2009-03-04,604.8099975585938,630.22998046875,604.6799926757812,630.22998046875,194674900
 ^OMX,2009-03-05,629.72998046875,629.97998046875,605.4000244140625,608.97998046875,180615500
 ^OMX,2009-03-06,608.97998046875,617.3400268554688,602.6799926757812,607.4500122070312,184275600
 ^OMX,2009-03-09,606.5700073242188,615.77001953125,593.280029296875,615.5499877929688,180158100
 ^OMX,2009-03-10,613.9400024414062,651.3900146484375,609.1699829101562,650.6099853515625,208825700
 ^OMX,2009-03-11,649.8599853515625,671.1300048828125,642.6400146484375,666.5800170898438,262868000
 ^OMX,2009-03-12,665.8400268554688,669.8099975585938,649.3099975585938,667.6500244140625,201970300
 ^OMX,2009-03-13,669.02001953125,685.3300170898438,652.5800170898438,659.3099975585938,216587200
 ^OMX,2009-03-16,660.52001953125,675.8900146484375,660.1599731445312,675.8900146484375,167523000
 ^OMX,2009-03-17,675.280029296875,675.469970703125,661.760009765625,664.0499877929688,180084900
 ^OMX,2009-03-18,664.9000244140625,675.5700073242188,655.6599731445312,662.760009765625,187970500
 ^OMX,2009-03-19,663.6099853515625,689.9600219726562,658.989990234375,679.5800170898438,283965300
 ^OMX,2009-03-20,660.4500122070312,675.0700073242188,657.1799926757812,661.5900268554688,315036800
 ^OMX,2009-03-23,661.469970703125,670.5,652.4299926757812,667.97998046875,225064400
 ^OMX,2009-03-24,667.1300048828125,678.4000244140625,652.1900024414062,654.1199951171875,234166600
 ^OMX,2009-03-25,654.0,672.0399780273438,646.1599731445312,665.760009765625,202062500
 ^OMX,2009-03-26,665.760009765625,667.030029296875,655.8300170898438,667.030029296875,175647700
 ^OMX,2009-03-27,666.2999877929688,668.9299926757812,653.1799926757812,655.5900268554688,171143000
 ^OMX,2009-03-30,653.8800048828125,654.0,629.6900024414062,633.0900268554688,149087900
 ^OMX,2009-03-31,633.8200073242188,653.4500122070312,633.8200073242188,653.0499877929688,196950400
 ^OMX,2009-04-01,652.1900024414062,679.72998046875,641.02001953125,679.510009765625,243618800
 ^OMX,2009-04-02,679.8800048828125,716.5800170898438,678.5800170898438,713.7999877929688,261864800
 ^OMX,2009-04-03,712.9500122070312,726.97998046875,700.8200073242188,711.1599731445312,261925500
 ^OMX,2009-04-06,710.6699829101562,727.8699951171875,704.1199951171875,709.5700073242188,197108500
 ^OMX,2009-04-07,710.5399780273438,714.030029296875,695.7000122070312,702.1799926757812,163272100
 ^OMX,2009-04-08,701.4500122070312,709.1599731445312,689.780029296875,707.3200073242188,175729700
 ^OMX,2009-04-09,707.7999877929688,718.1300048828125,707.6799926757812,717.6599731445312,67144800
 ^OMX,2009-04-14,717.2899780273438,751.739990234375,717.1699829101562,744.1599731445312,222948300
 ^OMX,2009-04-15,742.5800170898438,743.1900024414062,725.97998046875,729.6300048828125,162175400
 ^OMX,2009-04-16,730.239990234375,748.6099853515625,726.8200073242188,745.5499877929688,184891000
 ^OMX,2009-04-17,747.1300048828125,771.4400024414062,747.010009765625,767.75,234579200
 ^OMX,2009-04-20,767.3800048828125,770.989990234375,727.7100219726562,731.0999755859375,242645300
 ^OMX,2009-04-21,730.8499755859375,744.1300048828125,715.27001953125,741.4400024414062,251972400
 ^OMX,2009-04-22,742.1699829101562,770.4500122070312,739.5599975585938,768.1099853515625,285312400
 ^OMX,2009-04-23,766.8900146484375,774.9500122070312,751.5499877929688,772.7899780273438,253056500
 ^OMX,2009-04-24,771.2100219726562,781.8400268554688,756.6500244140625,779.1599731445312,213541800
 ^OMX,2009-04-27,778.7899780273438,784.4199829101562,762.8800048828125,782.6500244140625,178629900
 ^OMX,2009-04-28,781.9199829101562,781.9199829101562,745.3499755859375,751.280029296875,236014300
 ^OMX,2009-04-29,751.6500244140625,770.5,751.6500244140625,768.7999877929688,203565500
 ^OMX,2009-04-30,764.5399780273438,779.4000244140625,763.8900146484375,763.8900146484375,182644600
 ^OMX,2009-05-04,761.0900268554688,781.0900268554688,760.8400268554688,779.5,185719500
 ^OMX,2009-05-05,779.739990234375,785.1099853515625,771.0,783.030029296875,213890500
 ^OMX,2009-05-06,783.030029296875,801.3300170898438,779.3900146484375,799.4199829101562,202938500
 ^OMX,2009-05-07,801.0,816.3499755859375,788.9500122070312,792.469970703125,250096300
 ^OMX,2009-05-08,792.0999755859375,813.530029296875,792.0999755859375,802.030029296875,214808800
 ^OMX,2009-05-11,802.1500244140625,804.1799926757812,774.6799926757812,783.3900146484375,175718300
 ^OMX,2009-05-12,783.510009765625,794.52001953125,769.3400268554688,769.3400268554688,177012300
 ^OMX,2009-05-13,769.3400268554688,775.780029296875,744.0800170898438,748.0999755859375,211196800
 ^OMX,2009-05-14,748.3400268554688,758.4600219726562,734.1199951171875,757.6599731445312,181042000
 ^OMX,2009-05-15,758.1500244140625,766.4199829101562,749.8800048828125,764.77001953125,149044700
 ^OMX,2009-05-18,764.0399780273438,780.719970703125,751.0499877929688,779.8900146484375,150257200
 ^OMX,2009-05-19,780.6199951171875,798.9199829101562,780.25,789.1900024414062,184151500
 ^OMX,2009-05-20,788.7000122070312,789.0399780273438,778.8800048828125,783.719970703125,83407800
 ^OMX,2009-05-22,781.6500244140625,781.8900146484375,758.8200073242188,769.4000244140625,116414500
 ^OMX,2009-05-25,769.1599731445312,774.3300170898438,758.1900024414062,770.239990234375,59764000
 ^OMX,2009-05-26,770.5999755859375,775.739990234375,752.8099975585938,773.7000122070312,165371100
 ^OMX,2009-05-27,774.1900024414062,782.0999755859375,769.1699829101562,773.6799926757812,163640900
 ^OMX,2009-05-28,772.469970703125,773.4500122070312,762.6099853515625,771.8200073242188,143926400
 ^OMX,2009-05-29,772.9199829101562,783.7100219726562,771.5399780273438,776.5,172150700
 ^OMX,2009-06-01,777.3499755859375,802.9199829101562,777.3400268554688,801.5700073242188,132535200
 ^OMX,2009-06-02,801.0800170898438,801.0800170898438,788.0599975585938,795.25,150402500
 ^OMX,2009-06-03,795.25,797.27001953125,765.1199951171875,770.6099853515625,201747000
 ^OMX,2009-06-04,770.6099853515625,777.780029296875,761.030029296875,768.5700073242188,184993700
 ^OMX,2009-06-05,769.6699829101562,782.5900268554688,769.5399780273438,770.47998046875,136455700
 ^OMX,2009-06-08,771.0900268554688,771.77001953125,755.530029296875,770.3200073242188,145792800
 ^OMX,2009-06-09,770.4400024414062,774.1799926757812,760.4299926757812,769.6699829101562,165157300
 ^OMX,2009-06-10,769.5499877929688,793.219970703125,769.5499877929688,787.1099853515625,202009000
 ^OMX,2009-06-11,786.8699951171875,808.4299926757812,786.0599975585938,805.8499755859375,188408800
 ^OMX,2009-06-12,805.3599853515625,810.030029296875,797.5800170898438,799.6500244140625,143675400
 ^OMX,2009-06-15,799.6500244140625,799.8900146484375,782.9199829101562,784.489990234375,130440000
 ^OMX,2009-06-16,784.489990234375,795.9600219726562,779.02001953125,789.219970703125,145309500
 ^OMX,2009-06-17,788.72998046875,788.72998046875,768.2000122070312,773.989990234375,247749300
 ^OMX,2009-06-18,773.989990234375,780.4000244140625,767.8300170898438,778.0900268554688,149326400
 ^OMX,2009-06-22,778.0900268554688,780.4099731445312,752.2999877929688,754.52001953125,153269700
 ^OMX,2009-06-23,754.030029296875,761.8200073242188,749.0700073242188,753.9400024414062,151380700
 ^OMX,2009-06-24,754.6699829101562,783.47998046875,754.5399780273438,783.47998046875,133510500
 ^OMX,2009-06-25,783.1099853515625,784.6400146484375,769.52001953125,779.1199951171875,110367100
 ^OMX,2009-06-26,779.5999755859375,792.0700073242188,779.3599853515625,786.8200073242188,106038400
 ^OMX,2009-06-29,785.8499755859375,806.4400024414062,784.9600219726562,804.3300170898438,94426200
 ^OMX,2009-06-30,804.8099975585938,805.6400146484375,793.0499877929688,795.7999877929688,133835700
 ^OMX,2009-07-01,795.9199829101562,814.72998046875,795.7999877929688,813.7000122070312,120998200
 ^OMX,2009-07-02,812.8599853515625,812.97998046875,791.030029296875,792.4500122070312,116113800
 ^OMX,2009-07-03,792.0900268554688,796.8800048828125,788.1799926757812,790.4500122070312,61231200
 ^OMX,2009-07-06,790.2100219726562,790.4500122070312,774.8200073242188,783.3400268554688,76725000
 ^OMX,2009-07-07,783.9400024414062,793.4000244140625,782.1500244140625,784.5599975585938,81208200
 ^OMX,2009-07-08,783.8400268554688,786.0700073242188,777.0,777.47998046875,98719000
 ^OMX,2009-07-09,778.5599975585938,787.8400268554688,774.739990234375,777.97998046875,81334200
 ^OMX,2009-07-10,779.1799926757812,779.280029296875,770.239990234375,774.1199951171875,78975200
 ^OMX,2009-07-13,774.0,789.760009765625,766.7100219726562,785.989990234375,88278000
 ^OMX,2009-07-14,786.5900268554688,795.8599853515625,786.5900268554688,794.2999877929688,102335600
 ^OMX,2009-07-15,795.02001953125,820.9299926757812,794.3499755859375,820.9299926757812,127663200
 ^OMX,2009-07-16,821.0499877929688,827.77001953125,819.8800048828125,823.3300170898438,124507600
 ^OMX,2009-07-17,824.1799926757812,844.1300048828125,824.0599975585938,842.1500244140625,135141000
 ^OMX,2009-07-20,842.1500244140625,852.3099975585938,838.260009765625,843.47998046875,130160800
 ^OMX,2009-07-21,843.719970703125,854.260009765625,842.8599853515625,852.260009765625,143557200
 ^OMX,2009-07-22,851.2999877929688,853.3800048828125,841.7100219726562,852.9000244140625,115546300
 ^OMX,2009-07-23,852.5399780273438,874.47998046875,848.5700073242188,871.8900146484375,135397300
 ^OMX,2009-07-24,867.5599975585938,874.4199829101562,859.8800048828125,870.97998046875,179230900
 ^OMX,2009-07-27,871.8200073242188,877.4000244140625,849.9299926757812,854.6199951171875,114844100
 ^OMX,2009-07-28,854.6199951171875,862.8800048828125,849.1799926757812,852.510009765625,95436400
 ^OMX,2009-07-29,852.75,859.510009765625,851.4000244140625,858.0499877929688,92728000
 ^OMX,2009-07-30,858.5399780273438,880.2899780273438,857.4600219726562,879.2000122070312,107276200
 ^OMX,2009-07-31,878.8400268554688,884.1199951171875,871.0800170898438,882.0499877929688,103482500
 ^OMX,2009-08-03,881.4500122070312,896.8099975585938,877.5,895.1400146484375,103122400
 ^OMX,2009-08-04,894.4199829101562,894.5399780273438,876.8599853515625,879.4500122070312,93374800
 ^OMX,2009-08-05,879.5700073242188,888.5700073242188,871.8800048828125,874.4600219726562,110357400
