Symbol,Date,Open,High,Low,Close,Volume
 ^OMXC25,2016-12-19,999.5800170898438,1003.5700073242188,993.6799926757812,999.739990234375,0
 ^OMXC25,2016-12-20,999.760009765625,1005.7899780273438,999.1900024414062,1002.2999877929688,0
 ^OMXC25,2016-12-21,1002.3200073242188,1005.4400024414062,1000.1799926757812,1002.969970703125,0
 ^OMXC25,2016-12-22,1002.8900146484376,1007.4600219726562,1000.510009765625,1005.72998046875,0
 ^OMXC25,2016-12-23,1005.6699829101562,1009.5999755859376,1003.780029296875,1007.3699951171876,0
 ^OMXC25,2016-12-27,1007.6099853515624,1011.75,1007.5999755859376,1011.75,0
 ^OMXC25,2016-12-28,1011.3400268554688,1012.8099975585938,1009.02001953125,1012.8099975585938,0
 ^OMXC25,2016-12-29,1012.3099975585938,1016.8200073242188,1007.010009765625,1016.6900024414062,0
 ^OMXC25,2016-12-30,1016.780029296875,1017.0900268554688,1013.6500244140624,1015.8800048828124,0
 ^OMXC25,2017-01-02,1015.739990234375,1035.3900146484375,1014.989990234375,1034.030029296875,0
 ^OMXC25,2017-01-03,1034.6099853515625,1041.9300537109375,1030.8800048828125,1030.8900146484375,0
 ^OMXC25,2017-01-04,1030.780029296875,1033.010009765625,1025.4200439453125,1025.780029296875,0
 ^OMXC25,2017-01-05,1025.8399658203125,1036.1800537109375,1025.5899658203125,1034.989990234375,0
 ^OMXC25,2017-01-09,1037.5899658203125,1042.4599609375,1030.2900390625,1031.5,0
 ^OMXC25,2017-01-10,1031.75,1034.1099853515625,1025.93994140625,1026.300048828125,0
 ^OMXC25,2017-01-11,1027.3299560546875,1034.3399658203125,1025.469970703125,1034.27001953125,0
 ^OMXC25,2017-01-12,1033.47998046875,1033.47998046875,1020.25,1024.949951171875,0
 ^OMXC25,2017-01-13,1025.050048828125,1039.6800537109375,1025.050048828125,1039.6800537109375,0
 ^OMXC25,2017-01-16,1039.530029296875,1042.7900390625,1037.93994140625,1038.2900390625,0
 ^OMXC25,2017-01-17,1038.06005859375,1038.06005859375,1031.0400390625,1033.550048828125,0
 ^OMXC25,2017-01-18,1033.5999755859375,1037.0799560546875,1027.0400390625,1030.3499755859375,0
 ^OMXC25,2017-01-19,1030.6400146484375,1035.1300048828125,1029.0699462890625,1033.5,0
 ^OMXC25,2017-01-20,1033.43994140625,1036.0899658203125,1029.06005859375,1033.489990234375,0
 ^OMXC25,2017-01-23,1032.6400146484375,1032.6400146484375,1025.8499755859375,1026.280029296875,0
 ^OMXC25,2017-01-24,1026.8599853515625,1031.75,1023.0999755859376,1024.9599609375,0
 ^OMXC25,2017-01-25,1025.9200439453125,1038.8399658203125,1025.9200439453125,1038.8399658203125,0
