Date, Open, High, Low, Close
06/24/22, 3107.57, 3115.73, 3100.21, 3111.65
06/23/22, 3107.08, 3124.45, 3092.80, 3092.80
06/22/22, 3121.30, 3132.17, 3092.84, 3093.31
06/21/22, 3108.67, 3127.26, 3102.84, 3117.48
06/20/22, 3099.41, 3104.25, 3086.45, 3096.40
06/17/22, 3079.97, 3101.77, 3072.34, 3098.09
06/16/22, 3134.06, 3150.11, 3094.57, 3097.43
06/15/22, 3104.62, 3128.58, 3104.19, 3105.85
06/14/22, 3124.25, 3125.37, 3104.39, 3108.89
06/13/22, 3161.61, 3165.54, 3138.54, 3139.35
06/10/22, 3189.50, 3192.56, 3176.17, 3181.73
06/09/22, 3219.12, 3225.26, 3198.38, 3209.62
06/08/22, 3233.99, 3241.80, 3220.67, 3225.80
06/07/22, 3224.46, 3231.54, 3214.34, 3231.54
06/06/22, 3228.47, 3233.96, 3216.12, 3226.63
06/03/22, 3236.70, 3245.18, 3224.89, 3231.97
06/02/22, 3233.05, 3243.76, 3217.75, 3226.72
06/01/22, 3242.92, 3253.15, 3237.31, 3244.00
05/31/22, 3236.99, 3263.11, 3232.49, 3232.49
05/30/22, 3240.16, 3246.62, 3228.65, 3238.92
05/27/22, 3232.72, 3233.73, 3218.72, 3230.55
05/26/22, 3203.38, 3217.88, 3201.05, 3209.18
05/25/22, 3198.11, 3208.97, 3172.19, 3179.58
05/24/22, 3216.91, 3224.74, 3195.04, 3195.04
05/23/22, 3246.51, 3251.61, 3213.65, 3213.65
05/20/22, 3214.02, 3246.13, 3210.75, 3240.58
05/19/22, 3194.66, 3218.14, 3177.09, 3190.71
05/18/22, 3219.98, 3241.83, 3214.14, 3225.35
05/17/22, 3199.73, 3218.74, 3190.92, 3201.89
05/13/22, 3196.10, 3213.22, 3189.68, 3191.16
05/12/22, 3205.51, 3216.73, 3165.18, 3165.18
05/11/22, 3220.53, 3232.06, 3210.67, 3226.07
05/10/22, 3251.04, 3251.31, 3226.50, 3234.19
05/09/22, 3279.36, 3294.88, 3270.73, 3275.07
05/06/22, 3295.92, 3305.72, 3289.92, 3291.89
05/05/22, 3371.24, 3373.15, 3338.61, 3343.57
05/04/22, 3365.43, 3366.93, 3342.91, 3349.27
04/29/22, 3368.10, 3389.64, 3344.68, 3356.90
04/28/22, 3315.75, 3344.24, 3315.07, 3335.09
04/27/22, 3313.08, 3322.85, 3308.03, 3320.67
04/26/22, 3343.15, 3350.44, 3322.05, 3322.05
04/25/22, 3334.53, 3356.66, 3329.77, 3339.59
04/22/22, 3325.89, 3365.21, 3312.97, 3361.11
04/21/22, 3345.15, 3359.62, 3337.04, 3348.46
04/20/22, 3324.77, 3344.79, 3322.41, 3335.32
04/19/22, 3320.53, 3344.66, 3307.13, 3307.13
04/18/22, 3327.16, 3330.30, 3303.07, 3303.07
04/14/22, 3342.68, 3359.54, 3334.07, 3335.85
04/13/22, 3342.89, 3356.66, 3340.21, 3342.22
04/12/22, 3347.10, 3357.46, 3330.25, 3330.25
04/11/22, 3368.18, 3374.85, 3349.25, 3363.56
04/08/22, 3400.52, 3402.63, 3374.34, 3383.28
04/07/22, 3402.78, 3415.34, 3395.56, 3404.23
04/06/22, 3432.67, 3445.90, 3419.56, 3422.95
04/05/22, 3426.09, 3445.01, 3425.93, 3445.01
04/04/22, 3418.72, 3424.79, 3414.82, 3416.97
04/01/22, 3403.93, 3425.37, 3399.48, 3419.11
