Symbol,Date,High,Low,Open,Close,Volume
MIOTA,2017-06-14,0.6061959862709045,0.4957450032234192,0.5923470258712769,0.5289160013198853,14194900.0
MIOTA,2017-06-15,0.5431650280952454,0.300365000963211,0.5282840132713318,0.363660991191864,10300400.0
MIOTA,2017-06-16,0.4482490122318268,0.3098520040512085,0.353285014629364,0.4107570052146911,6920690.0
MIOTA,2017-06-17,0.4442049860954284,0.4141390025615692,0.4267620146274566,0.4199059903621673,3100660.0
MIOTA,2017-06-18,0.4260689914226532,0.3937900066375732,0.4205969870090484,0.4058620035648346,2514450.0
MIOTA,2017-06-19,0.420989990234375,0.3882310092449188,0.405456006526947,0.4121829867362976,3543640.0
MIOTA,2017-06-20,0.4220319986343384,0.3986490070819855,0.4142990112304687,0.4184939861297607,3755470.0
MIOTA,2017-06-21,0.4373399913311004,0.405036985874176,0.4194389879703522,0.41354700922966,3999810.0
MIOTA,2017-06-22,0.4272829890251159,0.4072610139846802,0.4133709967136383,0.4177420139312744,2343320.0
MIOTA,2017-06-23,0.4809100031852722,0.4084050059318542,0.4177690148353576,0.4809100031852722,3768560.0
MIOTA,2017-06-24,0.6356120109558105,0.4827690124511719,0.4827690124511719,0.512910008430481,19215500.0
MIOTA,2017-06-25,0.5255640149116516,0.4549509882926941,0.5141850113868713,0.4709410071372986,5012890.0
MIOTA,2017-06-26,0.4736619889736175,0.3511559963226318,0.4701919853687286,0.4024380147457123,9101080.0
MIOTA,2017-06-27,0.4200350046157837,0.3535490036010742,0.4119890034198761,0.3922689855098724,4411090.0
MIOTA,2017-06-28,0.3998740017414093,0.357338011264801,0.3998740017414093,0.3791359961032867,4704400.0
MIOTA,2017-06-29,0.4593870043754577,0.3615680038928985,0.3757669925689697,0.4177980124950409,5324020.0
MIOTA,2017-06-30,0.4530079960823059,0.3981949985027313,0.4171670079231262,0.4015910029411316,5044270.0
MIOTA,2017-07-01,0.4141919910907745,0.3814890086650848,0.4022949934005737,0.389629989862442,2334640.0
MIOTA,2017-07-02,0.3968900144100189,0.3667980134487152,0.3918800055980682,0.3822489976882934,2971770.0
MIOTA,2017-07-03,0.3849549889564514,0.3560239970684051,0.379054993391037,0.3761389851570129,3873180.0
