Symbol,Date,High,Low,Open,Close,Volume
SOL,2020-04-11,1.04907270025,0.765020356128,0.95105395758,0.776818582977,43862443.7931816
SOL,2020-04-12,0.956669837035,0.762426200135,0.785447714185,0.882506928259,38736897.0186422
SOL,2020-04-13,0.891602782787,0.773976306644,0.890759612431,0.777831565037,18211285.4666889
SOL,2020-04-14,0.796472356866,0.628169430018,0.777831565037,0.661924824696,16747614.1218552
SOL,2020-04-15,0.704963548631,0.62153145556,0.669289149224,0.646650901989,13075275.285934
SOL,2020-04-16,0.774192228467,0.625107412535,0.630878816101,0.690815875441,21346031.3456645
SOL,2020-04-17,0.719613782417,0.660727970818,0.689312454191,0.660727970818,9870810.00168021
SOL,2020-04-18,0.717618209437,0.659427087306,0.660727970818,0.681096334559,9782111.900077
SOL,2020-04-19,0.68464132719,0.598486993213,0.681515884453,0.606969175324,9289670.37817109
SOL,2020-04-20,0.639253715698,0.52057781675,0.612947581488,0.538812129578,8342616.4207554
SOL,2020-04-21,0.604586042345,0.508548999936,0.541386709626,0.587659155744,9711507.44842345
SOL,2020-04-22,0.706963640285,0.569620792668,0.581166089846,0.691600915883,18828399.5228331
SOL,2020-04-23,0.698077000278,0.600321839105,0.685347169644,0.627457179792,13485271.0516431
SOL,2020-04-24,0.671020012488,0.613941111404,0.624021171859,0.634242220589,9064190.2668448
SOL,2020-04-25,0.670948281702,0.621547407359,0.630528058118,0.643329301446,7311904.72226874
SOL,2020-04-26,0.691499391682,0.631170580099,0.653215035281,0.635506343577,8320760.35681435
SOL,2020-04-27,0.660282639688,0.561027523835,0.635713806985,0.572371895062,7406934.10853669
SOL,2020-04-28,0.692147510505,0.568483717999,0.578252730451,0.661292515173,7470201.22321632
SOL,2020-04-29,0.777771293054,0.655273716711,0.662285637918,0.74584040982,8801144.47969972
SOL,2020-04-30,0.800816479295,0.68788052508,0.747194537125,0.691045421015,5016891.64140768
SOL,2020-05-01,0.737071288473,0.685902703146,0.691045421015,0.728793969447,4164272.07175221
SOL,2020-05-02,0.748980798928,0.707903537269,0.727267603533,0.715876411879,3441355.73678965
SOL,2020-05-03,0.729800516197,0.656615622562,0.714795753656,0.679534571126,3328343.6073183
SOL,2020-05-04,0.70581247046,0.618433606439,0.679625171586,0.667490770432,3443697.81828111
SOL,2020-05-05,0.686214207407,0.626498811322,0.673440456927,0.641837362998,2847469.34149937
SOL,2020-05-06,0.673890820131,0.622583598868,0.64245418812,0.622583598868,2677562.97435084
SOL,2020-05-07,0.632267767367,0.573375617006,0.622583598868,0.612977957268,3355830.23580211
SOL,2020-05-08,0.63661836817,0.589851786122,0.612977957268,0.604922121097,2488194.57299153
SOL,2020-05-09,0.625429237134,0.588447830009,0.604041500539,0.604527391264,2128502.76121917
SOL,2020-05-10,0.612303182662,0.513080872906,0.604460730044,0.53703391162,2327580.79632425
SOL,2020-05-11,0.571860148065,0.505193636791,0.536255006521,0.515272785293,2098480.82876321
SOL,2020-05-12,0.55975856915,0.505251193842,0.513390527877,0.538575650335,2198624.8775544
SOL,2020-05-13,0.5648742321,0.518038300363,0.538371569664,0.550531657365,2326445.52977927
SOL,2020-05-14,0.580945682126,0.550109683982,0.550531657365,0.569117610116,2047896.7931676
SOL,2020-05-15,0.574619594633,0.54709314207,0.56919335721,0.559752024505,1850070.45437919
SOL,2020-05-16,0.606534222021,0.554360781043,0.558980888499,0.599120273328,2300409.14570367
SOL,2020-05-17,0.640195873474,0.589175125186,0.595228279888,0.612988807183,2936428.44886882
SOL,2020-05-18,0.674393485511,0.609649042534,0.612682412645,0.652670169702,3314358.53130945
SOL,2020-05-19,0.65448036891,0.61124810944,0.650974360151,0.624454265112,2380263.04324887
SOL,2020-05-20,0.626655820897,0.575282652404,0.622475105037,0.579155667218,2302926.39702093
