Name,Symbol,Date,High,Low,Open,Close,Volume
NEM,XEM,2015-04-02 23:59:59,0.0003230780130252,0.0002272779966006,0.0002421469980617,0.000313725991873,28549.400390625
NEM,XEM,2015-04-03 23:59:59,0.0003296759969089,0.0002907729940488,0.0003087499935645,0.0003102729970123,20677.900390625
NEM,XEM,2015-04-04 23:59:59,0.0003182360087521,0.0002505139855202,0.0003102349874097,0.0002765299868769,23550.19921875
NEM,XEM,2015-04-05 23:59:59,0.0002826320123858,0.0002182650059694,0.0002715240116231,0.0002319320046808,26800.19921875
NEM,XEM,2015-04-06 23:59:59,0.0002986830077134,0.0002293680008733,0.000232042002608,0.000288706010906,22511.5
NEM,XEM,2015-04-07 23:59:59,0.0002884599962271,0.0002337129990337,0.0002884599962271,0.000240520996158,14437.0
NEM,XEM,2015-04-08 23:59:59,0.0002585719921626,0.0002232080005342,0.000245472008828,0.0002278699976159,6932.85009765625
NEM,XEM,2015-04-09 23:59:59,0.0002390300069237,0.0002128159976564,0.0002276180020999,0.0002241820038761,10013.599609375
NEM,XEM,2015-04-10 23:59:59,0.0002269410033477,0.0001673789956839,0.000224197996431,0.0001746930065564,16846.0
NEM,XEM,2015-04-11 23:59:59,0.0001919450005516,0.0001432230055797,0.0001746519992593,0.000163339995197,22845.900390625
NEM,XEM,2015-04-12 23:59:59,0.0001734120014589,0.0001443460059817,0.0001633280044188,0.0001464149972889,5568.89013671875
NEM,XEM,2015-04-13 23:59:59,0.0001546749990666,0.0001230579946422,0.0001462890068069,0.0001392440026393,11803.099609375
NEM,XEM,2015-04-14 23:59:59,0.0001784810010576,0.0001368520024698,0.0001393510028719,0.0001534110051579,14653.900390625
NEM,XEM,2015-04-15 23:59:59,0.0001716429978841,0.0001458490005461,0.0001555119961267,0.0001545440027257,8196.099609375
NEM,XEM,2015-04-16 23:59:59,0.000173837004695,0.0001546020066598,0.0001546020066598,0.0001634799991734,5316.89990234375
NEM,XEM,2015-04-17 23:59:59,0.0001715590042294,0.0001598850067239,0.0001675410021562,0.0001670229976298,4556.2900390625
NEM,XEM,2015-04-18 23:59:59,0.0001700139982858,0.0001409289980074,0.000167000995134,0.0001409289980074,9116.91015625
NEM,XEM,2015-04-19 23:59:59,0.0001600370014784,0.0001369020028505,0.0001410910044796,0.000147119993926,7192.89013671875
NEM,XEM,2015-04-20 23:59:59,0.0001502520026406,0.0001284129975829,0.0001471290015615,0.0001326899946434,6680.68017578125
NEM,XEM,2015-04-21 23:59:59,0.0001482869993196,0.0001291049993596,0.0001326869969489,0.0001368200028082,3911.72998046875
NEM,XEM,2015-04-22 23:59:59,0.000149464001879,0.0001294749963562,0.0001370130048599,0.000138360002893,2352.530029296875
NEM,XEM,2015-04-23 23:59:59,0.0001470669958507,0.0001329770020674,0.0001382869959343,0.0001373970007989,2116.93994140625
NEM,XEM,2015-04-24 23:59:59,0.0001495049946242,0.00013177699293,0.000137110997457,0.0001495049946242,3058.469970703125
NEM,XEM,2015-04-25 23:59:59,0.0001496000040788,0.000137110997457,0.0001494830066803,0.000140417003422,2480.389892578125
NEM,XEM,2015-04-26 23:59:59,0.0001407609961461,0.0001274709939025,0.0001404289942001,0.0001340049930149,2073.56005859375
NEM,XEM,2015-04-27 23:59:59,0.0001679020060691,0.0001335879933321,0.0001339709997409,0.0001627619931241,6659.64013671875
NEM,XEM,2015-04-28 23:59:59,0.000162865006132,0.0001458810002077,0.0001602800039108,0.0001487950066803,3357.989990234375
NEM,XEM,2015-04-29 23:59:59,0.000151743995957,0.0001421089982613,0.000148620994878,0.0001472040021326,2013.3199462890625
NEM,XEM,2015-04-30 23:59:59,0.0001599279930815,0.0001466429966967,0.0001470029965275,0.0001571360044181,958.7960205078124
NEM,XEM,2015-05-01 23:59:59,0.0001584870042279,0.0001528190041426,0.0001569989981362,0.0001555630005896,692.3660278320312
NEM,XEM,2015-05-02 23:59:59,0.0001580499956617,0.0001459509949199,0.000153450993821,0.0001551019959151,1542.9200439453125
NEM,XEM,2015-05-03 23:59:59,0.000157880000188,0.0001421789929736,0.0001550690067233,0.0001489679998485,4417.16015625
NEM,XEM,2015-05-04 23:59:59,0.0001572689943714,0.0001416050072293,0.0001489660062361,0.0001507540000602,2595.3701171875
NEM,XEM,2015-05-05 23:59:59,0.0001528690045233,0.0001369700039504,0.0001506489934399,0.0001410450058756,3974.43994140625
NEM,XEM,2015-05-06 23:59:59,0.0001461149950046,0.0001394730061292,0.0001411209959769,0.0001425130030838,1124.7099609375
NEM,XEM,2015-05-07 23:59:59,0.0001597960072103,0.0001416860031895,0.0001424410002073,0.0001564629928907,2475.300048828125
NEM,XEM,2015-05-08 23:59:59,0.0001601840049261,0.0001471580035286,0.0001563770056236,0.0001552549947518,1043.1800537109375
NEM,XEM,2015-05-09 23:59:59,0.0001553339970996,0.0001495960023021,0.0001551949972053,0.0001499859936302,623.4310302734375
NEM,XEM,2015-05-10 23:59:59,0.0001586410071467,0.0001460450002923,0.000149921994307,0.0001514049945399,1774.1199951171875
NEM,XEM,2015-05-11 23:59:59,0.00015498099674,0.0001401339977746,0.0001514070027042,0.00015498099674,3366.699951171875
NEM,XEM,2015-05-12 23:59:59,0.0001657109969528,0.0001465660025132,0.0001549729931866,0.0001646930031711,4764.8798828125
NEM,XEM,2015-05-13 23:59:59,0.0001736679987516,0.000158144001034,0.0001648879988351,0.0001587290025781,4187.47021484375
NEM,XEM,2015-05-14 23:59:59,0.0001691359939286,0.0001550309971207,0.0001586199941812,0.0001599789975443,1647.4100341796875
